well,condition,timepoint_day,registration_channel,estimated_y_shift,estimated_x_shift,pre_registration_correlation,post_registration_correlation,overlap_fraction,registration_error,qc_pass,qc_note,row,column,common_crop
D19,PLD3_TMEM106B_no_mCherry,16,488nm Binned,0.0,289.1,0.005058807907788731,0.006559049909102412,0.8991980474198048,0.9999999999999886,True,phase_cross_correlation_on_stable_channel,D,19,"{'y_start': 517, 'y_stop': 2868, 'x_start': 290, 'x_stop': 2868}"
D20,PLD3_TMEM106B_no_mCherry,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,D,20,"{'y_start': 0, 'y_stop': 1899, 'x_start': 0, 'x_stop': 2868}"
D20,PLD3_TMEM106B_no_mCherry,12,488nm Binned,-968.5,0.0,0.005307358497239086,0.001982801444984137,0.6623082287308228,0.9999999999999818,True,phase_cross_correlation_on_stable_channel,D,20,"{'y_start': 0, 'y_stop': 1899, 'x_start': 0, 'x_stop': 2868}"
D20,PLD3_TMEM106B_no_mCherry,16,488nm Binned,-215.0,0.0,-0.0013174523246446874,0.004992021109964723,0.9250348675034867,0.9999999999999912,True,phase_cross_correlation_on_stable_channel,D,20,"{'y_start': 0, 'y_stop': 1899, 'x_start': 0, 'x_stop': 2868}"
E08,PLD3_mCherry_reporter_control,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,E,08,"{'y_start': 516, 'y_stop': 2868, 'x_start': 1118, 'x_stop': 2868}"
E08,PLD3_mCherry_reporter_control,12,488nm Binned,0.0,1117.9,0.004033750537767512,-0.0023856604657229237,0.6102161785216178,0.9999999999999787,True,phase_cross_correlation_on_stable_channel,E,08,"{'y_start': 516, 'y_stop': 2868, 'x_start': 1118, 'x_stop': 2868}"
E08,PLD3_mCherry_reporter_control,16,488nm Binned,515.9,0.0,0.005697001059796703,0.0022237385915729086,0.8201185495118549,0.9999999999999899,True,phase_cross_correlation_on_stable_channel,E,08,"{'y_start': 516, 'y_stop': 2868, 'x_start': 1118, 'x_stop': 2868}"
E09,PLD3_mCherry_reporter_control,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,E,09,"{'y_start': 0, 'y_stop': 2868, 'x_start': 777, 'x_stop': 2510}"
E09,PLD3_mCherry_reporter_control,12,488nm Binned,0.0,-357.2,-0.0033306572201409527,0.006356225665577408,0.8754532775453278,0.9999999999999654,True,phase_cross_correlation_on_stable_channel,E,09,"{'y_start': 0, 'y_stop': 2868, 'x_start': 777, 'x_stop': 2510}"
E09,PLD3_mCherry_reporter_control,16,488nm Binned,0.0,776.8,0.008379024444248314,-0.0009972665923010276,0.7291492329149233,0.9999999999999755,True,phase_cross_correlation_on_stable_channel,E,09,"{'y_start': 0, 'y_stop': 2868, 'x_start': 777, 'x_stop': 2510}"
E12,PLD3_mCherry_reporter_control,8,488nm Binned,0.0,0.0,1.0,1.0,1.0,0.0,True,reference_timepoint,E,12,"{'y_start': 762, 'y_stop': 2786, 'x_start': 0, 'x_stop': 2868}"
